Brand,Price,Condition,Currency
Nike,279.99,New with box,USD
J's Awake,12.99,new,USD
Saucony,74.99,New with box,USD
Mountain Hardwear,39.99,New with tags,USD
VANS,75.00,new,USD
Darn Tough,19.95,New with tags,USD
THE ORIGINAL MUCK BOOT CO.,164.92,new,USD
Buks,110.00,new,USD
Dockers,14.99,New with tags,USD
Keen,124.95,New,USD
Keen,125.00,new,USD
Nike,63.99,new,USD
SKECHERS,52.00,new,USD
VANS,60.00,new,USD
Route 66,19.99,New,USD
Eastland,150.00,new,USD
RENAISSANC,17.95,new,USD
Perry Ellis,14.63,new,USD
NIKE,114.99,New with box,USD
Original SWAT,129.99,new,USD
STC,99.95,new,USD
STC,101.45,new,USD
TOMS,33.44,new,USD
TOMS,33.46,new,USD
Nike,119.99,New with box,USD
Nike,96.99,New with box,USD
Nike,124.99,New with box,USD
Oakley,70.99,New without box,USD
Reebok,35.95,new,USD
Wrangler,16.99,New with tags,USD
Puma,45.00,New without box,USD
Puma,39.99,New without box,USD
Puma,29.99,New without box,USD
Puma,80.00,New without box,USD
Puma,24.99,New without box,USD
Puma,48.99,New without box,USD
Puma,59.99,New without box,USD
Sperry Top-Sider,85.00,New with box,USD
Nike,100.00,new,USD
Chopard,369.99,New with tags,USD
Isotoner,35.00,new,USD
Kenneth Cole NY,125.00,new,USD
SKECHERS,60.00,new,USD
Jordan,77.88,New with box,USD
Alexander McQueen,149.99,New with box,USD
Nike,85.99,new,USD
Callaway,99.99,new,USD
Reebok Work,107.95,new,USD
Flojos,39.00,new,USD
Andrew Christian,10.99,New with tags,USD
UNDER ARMOUR,51.95,New with tags,USD
Nike,129.99,New with box,USD
Nike,99.99,New with box,USD
Invicta,79.99,New with tags,USD
Invicta,795.00,new,USD
DRIVE NATION,68.00,new,USD
Mechanix Wear,27.11,New with tags,USD
Dingo,129.95,New,USD
Durango,170.00,new,USD
ASICS,96.00,New with box,USD
Unique Bargains,42.99,new,USD
Nike,65.00,New with box,USD
Reebok,84.99,new,USD
"Handmade""""",50.00,New without tags,USD
BLACKHAWK!,99.99,new,USD
SKECHERS,55.23,new,USD
SKECHERS,56.46,new,USD
Gameday Boots,119.00,new,USD
Mizuno,65.99,New without box,USD
MUK LUKS,36.00,new,USD
Converse,59.95,new,USD
Nike,59.99,New without box,USD
Ferrini,192.00,new,USD
SKECHERS,76.50,new,USD
Nike,63.39,new,USD
Proline,102.42,new,USD
Proline,100.90,new,USD
Mizuno,69.94,new,USD
Route 66,34.99,New,USD
Buks,99.00,new,USD
Gameday Boots,259.99,new,USD
Gameday Boots,119.00,new,USD
Gameday Boots,260.00,new,USD
TOMS,54.00,new,USD
TOMS,47.24,new,USD
TOMS,48.29,new,USD
Unbranded,16.47,new,USD
Oliberte,140.00,new,USD
PUMA,75.00,new,USD
Nike,39.95,New with box,USD
Nike,48.89,New with box,USD
Nike,39.95,New with box,USD
Gameday Boots,275.00,new,USD
Gameday Boots,310.99,new,USD
Twisted X,103.99,new,USD
SKECHERS,75.00,new,USD
Nike,49.99,New without box,USD
Lacoste,104.45,new,USD
Filament,55.00,new,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
Ralph Lauren,1250.00,New,USD
New Balance,49.95,new,USD
Towergem,9.99,New with tags,USD
Towergem,12.00,New with tags,USD
Caterpillar,84.95,new,USD
Maui Jim,159.00,New with tags,USD
Teva,50.00,new,USD
nike,119.99,New with box,USD
nike,99.00,New with box,USD
PUMA,75.00,new,USD
Bogs,130.00,new,USD
Ubisoft,21.95,New with tags,USD
Maxx,14.99,New with tags,USD
Reebok,36.99,new,USD
Tag Heuer,1900.00,New,USD
Tag Heuer,978.99,New with tags,USD
Ugg Australia,127.15,new,USD
Ugg Australia,119.95,new,USD
Gameday Boots,119.00,new,USD
Exustar,98.39,new,USD
Exustar,109.32,new,USD
Mizuno,63.90,new,USD
Nike,150.00,new,USD
New Balance,149.00,new,USD
Dockers,3.58,New with tags,USD
Nike,29.99,New with box,USD
Rock Revival,72.00,New with tags,USD
Performance Tool,12.94,new,USD
mln,16.50,New with tags,USD
polare,155.88,New with tags,USD
polare,136.72,New with tags,USD
polare,136.92,New with tags,USD
polare,140.09,New with tags,USD
polare,137.16,New with tags,USD
polare,142.42,New with tags,USD
REEBOK,19.99,New with box,USD
adidas,999.00,New with box,USD
Giorgio Brutini,70.00,new,USD
Pajar,180.00,new,USD
PUMA,91.00,new,USD
VANS,47.67,new,USD
Unbranded,16.47,new,USD
Unbranded,19.95,new,USD
Rothco,84.99,new,USD
Acorn,60.00,new,USD
Caterpillar,134.95,new,USD
Caterpillar,109.95,new,USD
New Balance,100.90,new,USD
New Balance,102.49,new,USD
New Balance,102.50,new,USD
New Balance,108.65,new,USD
Gameday Boots,260.00,new,USD
Gameday Boots,259.99,new,USD
Nike,99.00,new,USD
Casio,750.00,New,USD
Casio,750.00,New,USD
Nike,54.97,New with box,USD
Nike,59.99,New with box,USD
Nike,51.00,New with box,USD
Nike,69.99,New with box,USD
Nike,54.99,New with box,USD
Nike,64.99,New with box,USD
Inov-8,120.00,new,USD
Unbranded,47.60,New with tags,USD
SKECHERS,89.27,new,USD
Field & Stream,12.49,New with tags,USD
Under Armour,85.00,new,USD
VANS,59.99,new,USD
NIKE,154.99,New with box,USD
Crocs,34.95,new,USD
HAYABUSA,54.99,New with tags,USD
Dr. Martens,135.00,new,USD
Nike,110.00,new,USD
Fun Costumes,29.99,new,USD
Dr Scholl's,27.99,New with box,USD
Nike,79.99,New with box,USD
Laredo,87.39,new,USD
Bearpaw,69.99,new,USD
Rugged Country,135.90,new,USD
PUMA,75.00,new,USD
Northside,43.00,new,USD
Nike,59.99,New with box,USD
Portwest,29.27,new,USD
Wilson,22.95,New with tags,USD
PUMA,79.99,new,USD
Nike,122.51,new,USD
Puma,54.89,New with box,USD
Levi's,255.00,New with tags,USD
Birkenstock,135.00,new,USD
Stetson,566.99,new,USD
PUMA,75.00,new,USD
Servus,123.86,new,USD
Rothco,70.99,new,USD
Johnston & Murphy,134.95,New,USD
adidas,79.99,New without box,USD
FORUM NOVELTIES,28.99,New with tags,USD
DS Work,50.00,new,USD
Quiksilver,25.00,new,USD
Fox Outdoor Products,35.95,new,USD
Fox Outdoor Products,41.94,new,USD
Polo Ralph Lauren,8.66,New with tags,USD
32north/Stabilicers,49.95,new,USD
VANS,48.78,new,USD
PUMA,65.00,new,USD
Polo Ralph Lauren,64.95,new,USD
Rugged Country,140.90,new,USD
Rugged Country,135.90,new,USD
Kamik,74.98,new,USD
HighWalkers,12.95,New with tags,USD
ASICS,24.99,new,USD
Lakai,60.00,new,USD
SKECHERS,99.99,new,USD
Genuine Grip,59.83,new,USD
VANS,65.00,new,USD
Hugo Boss,20.98,New with tags,USD
Reebok,55.95,new,USD
Saucony,59.99,New with box,USD
Nike,59.99,New with box,USD
WINTER WALKING,109.44,new,USD
SKECHERS,68.58,new,USD
SKECHERS,67.56,new,USD
Unbranded/Generic,19.99,new,USD
adidas,44.95,New without box,USD
Nike,82.84,new,USD
adidas,156.00,New with box,USD
adidas,148.00,New with box,USD
adidas,168.00,New with box,USD
PUMA,64.90,new,USD
Crocs,50.00,new,USD
Tommy Hilfiger,52.00,New with tags,USD
Tommy Hilfiger,36.75,New with tags,USD
Mitre,22.00,New without box,USD
Mitre,18.00,New without box,USD
Mitre,6.99,New without box,USD
Unbranded,49.99,New,USD
PUMA,64.90,new,USD
Johnston & Murphy,155.00,new,USD
Crocs,34.99,new,USD
Nike,279.99,New with box,USD
Ralph Lauren,195.00,new,USD
Puma,64.99,New with box,USD
Nike,209.00,new,USD
Wishpets,19.80,new,USD
Wishpets,18.53,new,USD
Wishpets,21.83,new,USD
Wishpets,23.87,new,USD
Wishpets,21.60,new,USD
Wishpets,19.30,new,USD
Wishpets,21.71,new,USD
Wishpets,23.82,new,USD
Wishpets,18.00,new,USD
Wishpets,23.81,new,USD
Wishpets,18.17,new,USD
Wishpets,21.60,new,USD
Wishpets,23.92,new,USD
Wishpets,23.76,new,USD
Wishpets,23.51,new,USD
PUMA,65.00,new,USD
Stacy Adams,75.00,new,USD
New Balance,84.69,new,USD
5.11 Tactical,114.95,new,USD
Converse,65.00,new,USD
Ralph Lauren,795.00,New,USD
Baffin,73.51,new,USD
Nike,51.83,new,USD
Nike,58.50,new,USD
Nike,59.98,new,USD
Nike,65.00,new,USD
Unbranded,24.99,New with tags,USD
Converse,49.95,new,USD
Nike,74.12,new,USD
Nike,69.99,New with box,USD
ASICS,99.95,New with box,USD
Independent Boot Company,225.00,new,USD
VALUE BRAND,32.71,new,USD
Georgia Boot,149.99,new,USD
Nike,69.99,New with box,USD
Dupont,439.99,new,USD
Dupont,233.99,new,USD
Dupont,489.99,new,USD
Dupont,244.99,new,USD
Dupont,269.99,new,USD
Dupont,257.99,new,USD
Dupont,439.99,new,USD
Dupont,162.52,new,USD
Ralph Lauren RRL,169.00,New with tags,USD
NIKE,49.00,New with tags,USD
SKECHERS,71.20,new,USD
Crocs,34.99,new,USD
Crocs,30.12,new,USD
Crocs,30.31,new,USD
Crocs,30.19,new,USD
New Balance,80.00,new,USD
Nike,7.25,New with tags,USD
Team Beans,7.99,new,USD
New Balance,65.00,new,USD
Polo Ralph Lauren,65.00,new,USD
Bogs,125.00,New,USD
Bogs,130.00,new,USD
SKECHERS,84.99,new,USD
adidas,46.99,New with box,USD
BEKINA,168.78,new,USD
BEKINA,179.25,new,USD
Mizuno,120.00,new,USD
Reebok,53.97,new,USD
Reebok,87.00,new,USD
DDI,194.99,New,USD
DDI,256.18,new,USD
Jordan,130.00,new,USD
Jordan,72.95,new,USD
Jordan,114.64,new,USD
SKECHERS,64.95,new,USD
MUK LUKS,22.40,new,USD
MUK LUKS,23.74,new,USD
MUK LUKS,21.00,new,USD
BLACKHAWK!,99.99,new,USD
Testosterone Shoes,139.00,new,USD
Timberland,129.95,new,USD
COSTA DEL MAR,142.95,New with tags,USD
VENUM,69.99,New with tags,USD
Nike,70.00,new,USD
Giorgio Brutini,74.95,New,USD
Giorgio Brutini,79.00,new,USD
Asics,89.99,New with box,USD
Converse,48.84,new,USD
Oakley,99.95,new,USD
Timberland,89.99,new,USD
VANS,65.00,new,USD
PleaserUSA,95.00,new,USD
PUMA,49.95,new,USD
Blundstone,114.95,new,USD
G Antini,56.99,new,USD
PUMA,110.00,new,USD
Reebok,48.90,New with box,USD
Columbia,69.99,new,USD
Nike,69.95,New with tags,USD
Nike,53.99,New with tags,USD
Nike,64.99,New with tags,USD
Asics,95.00,New with box,USD
Lugz,45.52,new,USD
Lugz,89.99,new,USD
G-Star Raw,51.30,New with tags,USD
G-Star Raw,72.69,New with tags,USD
Mancini,594.99,new,USD
Mancini,299.99,New with tags,USD
Mancini,499.99,new,USD
VANS,64.99,new,USD
Stafford,120.00,new,USD
Allen Edmonds,24.99,New without box,USD
JUSTIN ORIGINAL WORKBOOTS,187.73,new,USD
JUSTIN ORIGINAL WORKBOOTS,179.95,new,USD
IZOD,18.49,New with tags,USD
Ariat,240.00,new,USD
Reebok,32.95,new,USD
RJS Racing Equipment,90.99,new,USD
Beberlis,74.99,new,USD
Reebok,27.95,new,USD
adidas Performance,34.70,New with box,USD
Slipperooz by Deer Stags,39.95,new,USD
Unbranded,38.99,New with tags,USD
LaCrosse,179.95,New,USD
Nike,65.00,New with box,USD
CLC,15.89,new,USD
CLC,17.29,new,USD
CLC,37.74,new,USD
CLC,14.03,new,USD
Converse,65.00,new,USD
Baffin,74.71,new,USD
RW by Robert Wayne,119.00,new,USD
Nike,16.65,New without box,USD
Nike,18.65,New without box,USD
Nike,17.65,New without box,USD
Nike,29.75,New without box,USD
Nike,85.00,new,USD
PUMA,79.90,new,USD
New Balance,70.00,new,USD
Nike,399.00,new,USD
VANS,45.00,new,USD
Nike,52.00,New with box,USD
Nike,169.95,new,USD
Dije California,78.00,new,USD
Converse,55.00,new,USD
Y-3,280.00,new,USD
Nike,74.99,New with box,USD
Treds,47.93,new,USD
Treds,49.99,new,USD
Treds,49.97,New,USD
Treds,56.63,new,USD
Treds,62.53,new,USD
Treds,56.04,new,USD
Nike,490.00,new,USD
Nike,530.00,new,USD
Moda Essentials,24.99,new,USD
Moda Essentials,90.00,new,USD
NISSUN,9.85,New with tags,USD
teemzone,65.50,New with tags,USD
unbranded,38.88,New with tags,USD
PUMA,110.00,new,USD
J Shoes,207.00,new,USD
SPERRY,95.90,new,USD
unbranded,14.89,New with tags,USD
Ellie,64.99,new,USD
Jordan,89.96,new,USD
New Balance,60.00,new,USD
New Balance,64.95,New,USD
Rocky,157.32,new,USD
Rocky,154.99,new,USD
Alpine Swiss,75.00,new,USD
PUMA,50.00,new,USD
Durango,149.99,new,USD
Trask,255.00,new,USD
New Balance,35.99,new,USD
Lee,24.95,New with tags,USD
New Balance,154.95,New,USD
New Balance,175.00,new,USD
Drew,259.95,new,USD
Drew,275.95,New,USD
SKECHERS,64.95,new,USD
Tommy Hilfiger,34.99,New with tags,USD
Maxam,26.79,New with tags,USD
Maxam,24.79,New with tags,USD
Lee,18.50,New with tags,USD
Stacy Adams,90.00,new,USD
Georgia Boot,162.39,new,USD
Nike,40.00,New with tags,USD
Bokos,22.62,new,USD
VANS,64.99,new,USD
New Balance Numeric,90.00,new,USD
Jordan,85.00,new,USD
Jordan,85.00,new,USD
Jordan,85.00,new,USD
Star Wars,25.90,new,USD
Star Wars,19.99,new,USD
Star Wars,9.98,New with box,USD
Keuka SureGrip,89.98,new,USD
Reebok,57.95,new,USD
SPERRY,99.95,new,USD
PUMA,75.00,new,USD
LEVIS,105.00,new,USD
Dvs,59.00,new,USD
adidas,24.99,New without box,USD
Ralph Lauren Polo,94.99,new,USD
PUMA,70.00,new,USD
Timberland,189.99,new,USD
Nike,85.00,new,USD
Slippers International,60.00,new,USD
New Balance,65.00,new,USD
Nike,44.99,New without box,USD
Nike,44.99,New without box,USD
PUMA,87.97,New with box,USD
PUMA,87.97,New with box,USD
Majestic,73.99,New with box,USD
Nike,189.99,New with box,USD
Polo Ralph Lauren,27.00,New with box,USD
TENNECO MONROE,16.63,new,USD
Stuhrling Original,62.95,new,USD
Orthofeet,79.99,new,USD
Reebok,61.74,new,USD
Reebok,64.99,new,USD
Reebok,50.30,new,USD
Nat Nast,19.99,New with tags,USD
Nike,79.99,New with box,USD
Nike,69.99,New with box,USD
Nike,59.99,New with box,USD
Portwest,67.06,new,USD
SKECHERS,68.58,new,USD
SKECHERS,71.20,new,USD
SKECHERS,67.56,new,USD
Robert Wayne,69.95,new,USD
Original S.W.A.T.,86.24,new,USD
Unique Bargains,41.99,new,USD
Vision Street Wear,70.00,new,USD
Nike,49.95,New with box,USD
Red Wing,324.95,new,USD
Nike,129.99,New with box,USD
Catapult,39.98,New without box,USD
Nike,113.85,new,USD
SKECHERS,79.99,new,USD
SKECHERS,59.99,new,USD
Diamondback,25.99,new,USD
Nike,58.00,new,USD
TOMS,109.00,new,USD
Darn Tough,33.90,New with tags,USD
SOG Knives & Tools,58.99,New with tags,USD
SOG Knives & Tools,59.99,new,USD
SOG Knives & Tools,59.96,new,USD
La Sportiva,575.00,new,USD
Alexander McQueen,395.00,new,USD
Porsche Design,299.99,New with tags,USD
Porsche Design,269.95,New with tags,USD
Porsche Design,329.95,New with tags,USD
Polo Ralph Lauren,65.00,new,USD
ASICS,94.58,New with box,USD
ASICS,94.78,New with box,USD
ASICS,98.13,New with box,USD
ASICS,98.03,New with box,USD
ASICS,110.03,New with box,USD
Circa Joan & David,55.00,new,USD
Kenneth Cole NY,138.00,new,USD
Forever Collectibles,20.95,new,USD
Nike,60.00,new,USD
PUMA,100.00,new,USD
New Balance,75.00,new,USD
Carhartt,35.00,New with tags,USD
Lucchese,319.00,new,USD
Birkenstock,113.50,new,USD
Nike,64.25,New with box,USD
PUMA,100.00,new,USD
TINGLEY RUBBER,21.08,new,USD
TINGLEY RUBBER,13.14,new,USD
TINGLEY RUBBER,11.93,new,USD
Jobst,65.96,new,USD
Jobst,80.34,new,USD
Lucien Piccard,595.00,New,USD
ECCO,64.99,new,USD
ECCO,159.95,New,USD
Calvin Klein,36.98,New with tags,USD
Sunville,21.95,new,USD
Nike,169.99,New with box,USD
Mossy Oak,3.98,new,USD
DKNY,97.65,New with tags,USD
Unbranded,23.99,New without tags,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Ralph Lauren,295.00,New,USD
Blundstone,160.00,new,USD
Linksoul,33.00,New with tags,USD
Linksoul,13.50,New with tags,USD
SKECHERS,79.95,new,USD
Caterpillar,148.40,new,USD
GUESS,39.50,New with tags,USD
Zoot Sports,69.95,new,USD
New Balance,140.00,new,USD
Reebok,84.90,new,USD
Lugz,90.00,new,USD
JAMBU,37.99,new,USD
JAMBU,99.00,new,USD
Nike,119.99,New with box,USD
Nike,91.85,new,USD
Nocona,400.00,new,USD
adidas,19.99,New without box,USD
adidas,29.99,New without box,USD
TA Sandal,24.99,new,USD
Chippewa,195.95,new,USD
Rocky,159.99,new,USD
Reebok,64.90,new,USD
INC,8.50,New with tags,USD
INC,69.50,New with tags,USD
G Antini,28.99,new,USD
Under Armour,12.34,new,USD
Under Armour,12.50,New with tags,USD
Dan Post,244.95,New,USD
Dan Post,156.39,new,USD
SOLE,59.95,new,USD
SOLE,59.95,new,USD
Nike,49.95,new,USD
Nike,44.95,new,USD
Greatlookz Fashion,9.99,new,USD
Blackstone,199.00,new,USD
Fitflop,90.00,new,USD
Lacoste,150.00,new,USD
SKECHERS,66.74,new,USD
Cat Footwear,120.95,New,USD
Cat Footwear,121.79,new,USD
PUMA,75.00,new,USD
NEW BALANCE,49.99,New with box,USD
Propper,114.99,new,USD
AMERICAN FIGHTER,54.95,New with tags,USD
Alexander,500.00,new,USD
"Handmade""""",0.01,New without tags,USD
Nike,59.80,new,USD
Nike,290.00,New with box,USD
HandMadeCart,37.98,New with tags,USD
HandMadeCart,35.58,New with tags,USD
HandMadeCart,73.58,New with tags,USD
HandMadeCart,59.66,New with tags,USD
HandMadeCart,47.45,New with tags,USD
HandMadeCart,52.21,New with tags,USD
HandMadeCart,47.39,New with tags,USD
HandMadeCart,41.69,New with tags,USD
HandMadeCart,57.07,New with tags,USD
HandMadeCart,35.85,New with tags,USD
HandMadeCart,41.56,New with tags,USD
HandMadeCart,74.63,New with tags,USD
HandMadeCart,36.49,New with tags,USD
HandMadeCart,78.52,New with tags,USD
Levy's,49.35,new,USD
Lencca,125.00,New,USD
SKECHERS,67.56,new,USD
SKECHERS,68.58,new,USD
NIKE,244.99,New with box,USD
MUK LUKS,49.97,new,USD
MUK LUKS,57.94,new,USD
LaCrosse,169.95,new,USD
Puma,74.99,New with box,USD
Vineyard Vines,39.99,New with tags,USD
PUMA,85.00,new,USD
Dipsters,72.00,new,USD
Alpine Swiss,97.50,new,USD
Guide Gear,84.99,new,USD
Caterpillar,125.00,new,USD
Florsheim,48.99,New with box,USD
Unbranded,97.47,New with tags,USD
Unbranded,74.70,New with tags,USD
Unbranded,74.95,New with tags,USD
Rider,22.40,new,USD
Speedo,45.60,new,USD
Under Armour,31.98,new,USD
SKECHERS,72.25,new,USD
Stacy Adams,90.00,new,USD
Venum,26.95,new,USD
Nike,89.99,New with box,USD
Polo Ralph Lauren,34.73,New with tags,USD
Stacy Adams,90.00,new,USD
Jordan,138.85,new,USD
Academie,62.42,new,USD
Academie,57.59,new,USD
Academie,45.90,new,USD
PUMA,85.00,new,USD
PUMA,65.00,new,USD
Wishpets,29.99,new,USD
Wishpets,24.74,new,USD
Wishpets,24.42,new,USD
Wishpets,24.25,new,USD
Wishpets,25.12,new,USD
Wishpets,25.00,new,USD
Converse,50.00,new,USD
Reebok,34.95,new,USD
Nike,139.00,new,USD
Marc Fisher,79.00,new,USD
VANS,65.00,new,USD
Alpine Swiss,45.00,new,USD
AG Adriano Goldschmied,69.95,New with tags,USD
Invicta,49.99,new,USD
Invicta,49.99,New with tags,USD
Black Butler,18.50,new,USD
DC,39.99,New without box,USD
KODIAK,85.00,new,USD
PUMA,130.00,new,USD
Birkenstock,20.00,New with box,USD
Rocawear,17.99,New with tags,USD
Reebok,34.95,new,USD
Tommy Hilfiger,43.77,new,USD
Tommy Hilfiger,98.00,new,USD
Callaway,109.99,new,USD
Polo Ralph Lauren,80.00,new,USD
Viking,172.39,new,USD
Mephisto,379.00,new,USD
Mephisto,265.99,new,USD
Ray-Ban,81.00,New without tags,USD
Ray-Ban,149.95,New without tags,USD
Lacoste,150.00,new,USD
LaCrosse,150.00,new,USD
LaCrosse,150.00,new,USD
LaCrosse,139.95,New,USD
LaCrosse,149.95,New,USD
NIKE,179.99,New with box,USD
Acacia,22.52,new,USD
Nike,50.00,new,USD
Unbranded,4.10,New with tags,USD
GBX,77.00,new,USD
ONGUARD,154.06,new,USD
Forever Collectibles,19.95,new,USD
Nike,58.20,new,USD
Reebok,60.00,new,USD
Converse,47.69,new,USD
Propet,61.91,new,USD
Propet,95.00,new,USD
Reebok,59.95,New with box,USD
Sole,49.00,new,USD
Sole,49.00,new,USD
Reebok,100.00,new,USD
Fila,61.74,new,USD
Umbro,52.42,New with box,USD
Umbro,72.93,New with box,USD
Umbro,17.40,New with box,USD
Umbro,75.18,New with box,USD
Umbro,51.69,New with box,USD
Umbro,53.49,New with box,USD
Umbro,51.89,New with box,USD
Nike,49.95,New with box,USD
Forever Collectibles,10.99,new,USD
Clarks,49.99,new,USD
Quiksilver,24.00,new,USD
Nike,369.00,new,USD
Nike,85.00,new,USD
WORK MASTER,95.64,new,USD
Teva,44.95,new,USD
OluKai,119.95,new,USD
Jordan,89.95,new,USD
PUMA SAFETY SHOES,90.00,new,USD
PUMA SAFETY SHOES,96.43,new,USD
PUMA SAFETY SHOES,95.00,new,USD
Fila,47.49,new,USD
Fila,35.89,new,USD
Nike,174.95,New with box,USD
Adan,90.00,new,USD
MEPHISTO,379.00,new,USD
DC,51.87,new,USD
DC,53.54,new,USD
DC,43.26,new,USD
DC,65.00,new,USD
Unbranded,37.99,New with tags,USD
Nike,74.99,New with box,USD
Keuka SureGrip,74.98,new,USD
ASICS,113.98,new,USD
TOMS,79.90,new,USD
Nike,35.95,New without tags,USD
Teva,70.00,new,USD
Khombu,75.00,new,USD
ASICS,49.99,New with box,USD
Avia,44.95,new,USD
Avia,41.07,new,USD
Dan Post,110.50,new,USD
Nike,70.00,new,USD
GUCCI,239.99,New with box,USD
Island Crafts,19.75,new,USD
Forever Collectibles,49.99,new,USD
Forever Collectibles,29.99,new,USD
Lucchese,335.00,new,USD
Unbranded,46.00,New with tags,USD
Ariat,79.95,New with tags,USD
New Balance,99.99,new,USD
VANS,55.00,new,USD
Cat Footwear,139.95,new,USD
U.S. Polo Association,32.00,New with tags,USD
Millet,149.99,New with tags,USD
Circa Joan & David,50.00,new,USD
New Balance,65.00,new,USD
Georgia Boot,149.99,new,USD
Robinson Outdoor Products,91.65,new,USD
Robinson Outdoor Products,119.99,new,USD
Robinson Outdoor Products,88.67,new,USD
Nike,119.95,new,USD
Nike,107.00,new,USD
Unbranded,38.59,New with tags,USD
Unbranded,38.59,New with tags,USD
Unbranded,38.59,New with tags,USD
Tommy Hilfiger,160.00,new,USD
West Coast Jewelry,16.00,new,USD
West Coast Jewelry,19.00,new,USD
Aldo,110.00,new,USD
Bioworld,8.99,New with tags,USD
PUMA,89.00,new,USD
Incharacter,153.69,New with tags,USD
Incharacter,150.09,New with tags,USD
Gameday Boots,259.00,new,USD
Vision Street Wear,65.00,new,USD
Moda Essentials,60.00,new,USD
Dearfoams,38.00,new,USD
Gameday Boots,310.99,new,USD
Marc New York By Andrew Marc,128.00,new,USD
Propet,70.95,new,USD
Propet,79.95,new,USD
Police,130.00,New with tags,USD
New Balance,299.00,new,USD
ASICS,70.00,new,USD
Sanuk,56.99,new,USD
Team Beans,24.99,new,USD
Stacy Adams,90.00,new,USD
Dsquared2,695.00,new,USD
MUK LUKS,49.97,new,USD
UFC,32.00,New with tags,USD
VANS,64.99,new,USD
Giorgio Brutini,79.00,new,USD
TSUBO,120.00,new,USD
STC,172.31,new,USD
Nike,68.99,New without box,USD
PUMA,70.00,new,USD
Nike,70.00,new,USD
VANS,65.00,new,USD
PUMA,69.90,new,USD
Nike,29.00,New with box,USD
Rocky,160.40,new,USD
Aston Grey Collection,99.99,new,USD
SKECHERS,93.50,new,USD
Fila,65.00,new,USD
IZOD,12.51,New with tags,USD
IZOD,13.99,New with tags,USD
VALUE BRAND,10.55,new,USD
VALUE BRAND,18.42,new,USD
PUMA,75.00,new,USD
PUMA,70.00,new,USD
Polo Ralph Lauren,75.00,new,USD
Carhartt,14.99,New with tags,USD
Air Jordan,160.00,new,USD
Air Jordan,159.99,new,USD
Nike,37.99,New with tags,USD
Puma,19.50,New with box,USD
Portwest,60.44,new,USD
Nike,89.95,New with box,USD
Rider,37.95,new,USD
Nike,59.45,New without box,USD
Acacia,21.34,new,USD
"Minnetonka Moccasin Company, Inc.",44.95,new,USD
PUMA,59.99,new,USD
Wrangler,19.92,new,USD
Jordan,99.00,new,USD
Jordan,115.00,new,USD
PUMA,39.89,New with box,USD
Eastland,121.90,new,USD
Eastland,115.00,new,USD
Laredo,130.00,new,USD
